stats_o/std,test/success_rate,test/mean_Q,train/episode,test/episode,stats_g/mean,stats_o/mean,stats_g/std,train/mean_Q,epoch,train/success_rate
0.093831986,0.55,-11.829176,15300.0,3060.0,0.8176014,0.19281834,0.1629349,-22.150688,152,0.19
0.09387913,0.35,-15.7718935,15400.0,3080.0,0.81766963,0.19281857,0.16293111,-21.841002,153,0.19
0.093849,0.65,-11.674644,15500.0,3100.0,0.8177275,0.19282348,0.16291565,-22.550991,154,0.13
0.0937952,0.75,-10.320122,15600.0,3120.0,0.81795496,0.19285718,0.1627676,-22.843605,155,0.15
0.09379328,0.5,-13.481214,15700.0,3140.0,0.8179819,0.19286694,0.16276139,-22.927366,156,0.19
0.09372598,0.6,-12.256816,15800.0,3160.0,0.81787485,0.19283272,0.1626921,-21.580198,157,0.12
0.09378842,0.65,-10.993229,15900.0,3180.0,0.8178989,0.19279248,0.16267993,-23.892197,158,0.1
0.09379342,0.35,-17.491604,16000.0,3200.0,0.8180674,0.19277942,0.16255605,-24.5601,159,0.09
0.09384158,0.6,-12.266472,16100.0,3220.0,0.818078,0.19276579,0.16262227,-24.420221,160,0.18
0.0938735,0.35,-16.391937,16200.0,3240.0,0.8181574,0.19278406,0.1626767,-24.210041,161,0.11
0.09385396,0.5,-13.033412,16300.0,3260.0,0.8182754,0.19279343,0.16265595,-24.744331,162,0.19
0.09381376,0.45,-14.058924,16400.0,3280.0,0.8183442,0.1927846,0.16259785,-23.583769,163,0.22
0.09388996,0.55,-13.541873,16500.0,3300.0,0.81842273,0.192772,0.16258661,-25.309116,164,0.12
0.09394866,0.35,-13.4437895,16600.0,3320.0,0.8185742,0.19276504,0.16246776,-23.576843,165,0.23
0.093951225,0.35,-15.186612,16700.0,3340.0,0.81857926,0.19273558,0.16242078,-23.621145,166,0.17
0.09400807,0.45,-11.817394,16800.0,3360.0,0.81870145,0.1927535,0.16249864,-26.21359,167,0.1
0.09405896,0.4,-14.19693,16900.0,3380.0,0.8187961,0.19277209,0.16246815,-24.57072,168,0.1
0.09416852,0.35,-13.54631,17000.0,3400.0,0.8189226,0.19279377,0.16249292,-23.509863,169,0.2
0.09421039,0.55,-10.347437,17100.0,3420.0,0.81907105,0.1928179,0.16233724,-22.19805,170,0.22
0.09426812,0.4,-12.165892,17200.0,3440.0,0.819187,0.19283259,0.16234928,-22.615215,171,0.2
0.09431469,0.55,-8.929942,17300.0,3460.0,0.8192764,0.1928203,0.16238539,-23.542347,172,0.15
0.09437714,0.45,-8.448292,17400.0,3480.0,0.8194329,0.19282994,0.16227348,-20.350304,173,0.19
0.094469935,0.35,-10.915922,17500.0,3500.0,0.81946945,0.19284952,0.16231447,-21.239765,174,0.15
0.094547555,0.35,-11.12118,17600.0,3520.0,0.81961817,0.19287275,0.16235322,-23.582949,175,0.13
0.09458041,0.5,-8.699285,17700.0,3540.0,0.81973267,0.19291504,0.16236494,-22.32534,176,0.11
0.09463358,0.55,-11.034256,17800.0,3560.0,0.8197569,0.19292253,0.16235298,-23.241596,177,0.11
0.09469249,0.35,-11.803622,17900.0,3580.0,0.8199164,0.19294876,0.1624027,-23.392702,178,0.08
0.09474982,0.5,-11.043979,18000.0,3600.0,0.82001644,0.19295147,0.16231152,-22.39787,179,0.17
0.094808094,0.5,-9.513763,18100.0,3620.0,0.8201211,0.19295938,0.16227119,-21.709585,180,0.14
0.09484534,0.3,-12.956284,18200.0,3640.0,0.8202508,0.19297734,0.16226208,-23.563206,181,0.09
0.09493292,0.55,-10.355074,18300.0,3660.0,0.820273,0.19299418,0.16233227,-21.999893,182,0.13
0.09496459,0.35,-15.408516,18400.0,3680.0,0.82034093,0.1929928,0.16230421,-20.607946,183,0.21
0.09500194,0.35,-14.663908,18500.0,3700.0,0.82037383,0.19300842,0.16227944,-23.174997,184,0.16
0.095011614,0.55,-12.732691,18600.0,3720.0,0.82045555,0.19303733,0.16219018,-23.289314,185,0.12
0.09508005,0.4,-12.461375,18700.0,3740.0,0.8205581,0.19303232,0.16218464,-23.603548,186,0.1
0.0950654,0.4,-14.837565,18800.0,3760.0,0.8206339,0.19303821,0.1621707,-25.62601,187,0.09
0.09506131,0.5,-15.3032255,18900.0,3780.0,0.82082206,0.19309105,0.16212498,-22.820435,188,0.2
0.09504709,0.45,-13.228299,19000.0,3800.0,0.82081276,0.19307345,0.16216375,-25.064463,189,0.12
0.095002435,0.6,-11.633886,19100.0,3820.0,0.82081336,0.19307043,0.16212098,-23.81609,190,0.13
0.094943225,0.4,-12.838162,19200.0,3840.0,0.820947,0.19307499,0.16203941,-22.681879,191,0.18
0.09496993,0.4,-14.141225,19300.0,3860.0,0.82094145,0.19306816,0.16198488,-23.05657,192,0.19
0.094949596,0.35,-17.871382,19400.0,3880.0,0.82099146,0.19306675,0.16198568,-25.36915,193,0.21
0.09489982,0.45,-14.255855,19500.0,3900.0,0.82105565,0.19309533,0.16187781,-25.478968,194,0.19
0.09486518,0.5,-14.400438,19600.0,3920.0,0.8210668,0.19310752,0.16184981,-23.322495,195,0.22
0.09479813,0.4,-15.488332,19700.0,3940.0,0.82107323,0.19310991,0.1618263,-25.838224,196,0.13
0.09476089,0.4,-15.109042,19800.0,3960.0,0.82112837,0.19310993,0.16184941,-27.224087,197,0.09
0.0947622,0.65,-10.942141,19900.0,3980.0,0.8211629,0.19311325,0.16188951,-26.15026,198,0.17
0.0947284,0.7,-11.256301,20000.0,4000.0,0.82121754,0.19312389,0.16191284,-23.545649,199,0.24
