train/episode,test/mean_Q,stats_o/std,train/success_rate,test/episode,stats_o/mean,test/success_rate,stats_g/mean,stats_g/std,train/mean_Q,epoch
6400.0,-6.060784,0.08802996,0.52,1280.0,0.20107663,0.6,0.83665895,0.079197325,-7.8725166,63
6500.0,-5.357814,0.088728055,0.49,1300.0,0.20113829,0.65,0.8366775,0.07924648,-9.638349,64
6600.0,-5.2186184,0.08960369,0.56,1320.0,0.2012204,0.75,0.83670384,0.079047315,-7.39708,65
6700.0,-5.4022126,0.090408124,0.53,1340.0,0.20118843,0.85,0.836669,0.07894635,-7.8133626,66
6800.0,-3.852042,0.09081446,0.46,1360.0,0.20130357,0.75,0.83667713,0.07888154,-7.503121,67
6900.0,-7.144245,0.0915792,0.52,1380.0,0.2013987,0.65,0.83671874,0.07872961,-7.493842,68
7000.0,-6.067462,0.09235074,0.56,1400.0,0.20133638,0.7,0.83662015,0.078746654,-6.9410076,69
7100.0,-5.4225607,0.09285779,0.58,1420.0,0.20129253,0.65,0.8365929,0.078621574,-7.229434,70
7200.0,-3.4315205,0.09352429,0.6,1440.0,0.20129713,1.0,0.83662146,0.07869918,-7.0791936,71
7300.0,-3.6496906,0.09417884,0.67,1460.0,0.20128483,0.7,0.83670765,0.07858979,-6.15286,72
7400.0,-4.888236,0.0945834,0.64,1480.0,0.20129073,0.65,0.83673835,0.078405134,-5.7254243,73
7500.0,-4.685349,0.09494185,0.72,1500.0,0.2013604,0.7,0.83672816,0.07823148,-5.138443,74
7600.0,-2.774379,0.09522767,0.72,1520.0,0.20138721,0.75,0.8367417,0.07808446,-5.3028626,75
7700.0,-6.202059,0.09554992,0.72,1540.0,0.2013823,0.55,0.8367968,0.07801299,-5.255264,76
7800.0,-3.127056,0.09624829,0.73,1560.0,0.20141535,0.8,0.83685154,0.07792941,-5.5811896,77
7900.0,-5.076277,0.09668438,0.77,1580.0,0.20151569,0.7,0.83696645,0.077774145,-4.256563,78
8000.0,-3.3081691,0.09712445,0.73,1600.0,0.20142978,0.95,0.8369457,0.077677555,-5.2983494,79
8100.0,-2.6655488,0.09753435,0.69,1620.0,0.201411,0.85,0.836977,0.07756681,-4.9225087,80
8200.0,-3.9824436,0.097754605,0.8,1640.0,0.20146212,0.75,0.83699447,0.077496655,-4.207012,81
8300.0,-3.0586324,0.09800002,0.81,1660.0,0.2014565,0.85,0.83704156,0.07738269,-4.2845817,82
8400.0,-3.4643052,0.09844661,0.79,1680.0,0.20142618,0.9,0.83706737,0.07728535,-4.7893877,83
8500.0,-2.2630305,0.0986045,0.84,1700.0,0.20141028,0.95,0.83710647,0.07718637,-3.7353594,84
8600.0,-1.9264314,0.09878749,0.77,1720.0,0.20135261,1.0,0.8370936,0.07711067,-4.1015263,85
8700.0,-1.5951042,0.099067785,0.84,1740.0,0.201404,0.95,0.8371053,0.07703839,-3.745914,86
8800.0,-2.8474317,0.099298194,0.86,1760.0,0.20141171,0.85,0.8371132,0.0771324,-4.4651933,87
8900.0,-1.6892887,0.099600405,0.87,1780.0,0.20140493,0.95,0.8371437,0.07707707,-3.8186207,88
9000.0,-1.763099,0.09977987,0.86,1800.0,0.20143075,0.9,0.8371601,0.07696386,-3.450255,89
9100.0,-1.7748159,0.10000426,0.84,1820.0,0.20141229,0.95,0.8371351,0.0768723,-3.7259173,90
9200.0,-2.1955347,0.10013341,0.9,1840.0,0.20145851,0.95,0.83716136,0.07671871,-3.253312,91
9300.0,-1.6788781,0.10052661,0.78,1860.0,0.20148672,1.0,0.8372136,0.07664409,-4.069513,92
9400.0,-1.8107731,0.10057057,0.89,1880.0,0.2014679,1.0,0.83725715,0.07657058,-2.9920917,93
9500.0,-1.0045017,0.1007533,0.9,1900.0,0.20141234,1.0,0.8372188,0.07647376,-3.0736184,94
9600.0,-2.7199016,0.10093804,0.9,1920.0,0.20137936,0.85,0.8371815,0.07637009,-2.9599988,95
9700.0,-1.9158571,0.10122537,0.86,1940.0,0.20125431,0.95,0.83723646,0.076269805,-3.1442764,96
9800.0,-1.7469661,0.10127677,0.9,1960.0,0.20124055,1.0,0.83723164,0.076162376,-2.5276403,97
9900.0,-1.6551594,0.10147457,0.91,1980.0,0.20127466,1.0,0.83726615,0.07608136,-2.7757447,98
10000.0,-1.3169172,0.101683244,0.9,2000.0,0.20128106,0.95,0.8373137,0.075973354,-2.988512,99
10100.0,-1.7942747,0.10214033,0.92,2020.0,0.20133954,1.0,0.83736205,0.07592881,-3.2191117,100
10200.0,-1.4218876,0.10225283,0.93,2040.0,0.2013342,1.0,0.83733267,0.07581829,-2.6555827,101
10300.0,-1.7611063,0.10247411,0.95,2060.0,0.2013874,0.95,0.8373844,0.075691186,-3.022151,102
10400.0,-1.6689994,0.102624275,0.94,2080.0,0.20137691,1.0,0.8374521,0.07562562,-3.0364914,103
10500.0,-1.4902573,0.102865346,0.95,2100.0,0.20133747,1.0,0.83750314,0.07549847,-2.4420989,104
10600.0,-1.2847451,0.10296002,0.91,2120.0,0.20133196,1.0,0.8374904,0.075486064,-2.8120573,105
10700.0,-1.3919668,0.10320349,0.94,2140.0,0.2013594,1.0,0.83750826,0.075383484,-2.754777,106
10800.0,-1.4550338,0.103600435,0.84,2160.0,0.20138605,1.0,0.83753926,0.07541787,-3.2866464,107
10900.0,-1.7681158,0.10370009,0.89,2180.0,0.20135732,1.0,0.83749795,0.07532279,-2.7185917,108
11000.0,-1.7219172,0.10384535,0.91,2200.0,0.2013611,0.95,0.83751076,0.07521255,-2.5652626,109
11100.0,-1.3427721,0.10399786,0.94,2220.0,0.20131348,1.0,0.8375408,0.07508554,-2.522408,110
11200.0,-1.3626833,0.104039565,0.9,2240.0,0.20132318,1.0,0.8375885,0.07498657,-2.8016958,111
11300.0,-0.9375218,0.10393422,0.96,2260.0,0.20133048,1.0,0.8375918,0.074871935,-2.0787542,112
11400.0,-1.0593531,0.1041689,0.94,2280.0,0.20132378,1.0,0.8375519,0.07483568,-2.8840928,113
11500.0,-1.5945219,0.104249194,0.96,2300.0,0.20135711,1.0,0.8375599,0.074732445,-2.1675851,114
11600.0,-1.5003303,0.104252554,0.96,2320.0,0.20133656,0.95,0.83757037,0.07466329,-2.4951339,115
11700.0,-1.193773,0.10443296,0.96,2340.0,0.20138228,1.0,0.8375492,0.07459188,-2.606732,116
11800.0,-1.1013857,0.10463617,0.9,2360.0,0.201384,1.0,0.8375149,0.07451572,-2.631829,117
11900.0,-1.1492735,0.10477532,0.92,2380.0,0.2013868,1.0,0.83751845,0.07447215,-2.9029539,118
12000.0,-1.3817682,0.104770325,0.94,2400.0,0.2014069,0.95,0.8375244,0.07440095,-2.363359,119
12100.0,-1.7074051,0.10493259,0.92,2420.0,0.20142448,1.0,0.83752006,0.07433411,-2.8455458,120
12200.0,-1.0115814,0.10508548,0.91,2440.0,0.20144592,1.0,0.8375349,0.0742465,-2.8300784,121
12300.0,-1.5421267,0.10508897,0.94,2460.0,0.20144871,0.9,0.8375578,0.07418036,-2.0744772,122
12400.0,-1.3463434,0.105170034,0.94,2480.0,0.20146295,1.0,0.8376109,0.07419682,-2.7592094,123
12500.0,-1.2297618,0.10530997,0.92,2500.0,0.20149395,1.0,0.8376263,0.07411374,-2.5790102,124
12600.0,-1.0948082,0.10539239,0.96,2520.0,0.20149441,1.0,0.83762336,0.07401255,-2.4462097,125
12700.0,-1.4233506,0.105493955,0.97,2540.0,0.20151728,1.0,0.8376422,0.07392324,-2.5350988,126
12800.0,-1.359652,0.10566694,0.98,2560.0,0.20146133,1.0,0.8376527,0.073896304,-2.4825351,127
12900.0,-1.1946849,0.105787456,0.94,2580.0,0.20148447,1.0,0.83767676,0.0738853,-2.458448,128
13000.0,-1.0692062,0.10593529,0.94,2600.0,0.20146805,1.0,0.8376641,0.07381841,-2.3343248,129
13100.0,-1.2643003,0.10611484,0.93,2620.0,0.20148197,1.0,0.8376978,0.07378911,-2.2643793,130
13200.0,-0.83460045,0.10621469,0.95,2640.0,0.20145258,1.0,0.8376763,0.07370783,-2.2427747,131
13300.0,-1.0425823,0.1063164,0.95,2660.0,0.20141514,1.0,0.8376765,0.07361323,-2.088653,132
13400.0,-1.2957615,0.10624358,0.97,2680.0,0.20143293,1.0,0.83772975,0.07353092,-2.0417216,133
13500.0,-0.80404204,0.10627992,0.98,2700.0,0.20146327,1.0,0.8377232,0.073472336,-2.1402748,134
13600.0,-1.2146914,0.106314346,0.9,2720.0,0.20148832,0.95,0.8377529,0.073484965,-2.5890582,135
13700.0,-1.2760437,0.106333874,0.97,2740.0,0.20149648,0.95,0.8377847,0.07347677,-2.4681761,136
13800.0,-1.0401843,0.10641326,0.88,2760.0,0.20148572,1.0,0.8378198,0.07346651,-2.7627332,137
13900.0,-1.2443026,0.10656694,0.93,2780.0,0.20153011,1.0,0.83784205,0.07342173,-2.572961,138
14000.0,-1.0700634,0.10659348,0.94,2800.0,0.2015416,1.0,0.8378652,0.073342,-2.0508363,139
14100.0,-1.4417228,0.106595375,0.95,2820.0,0.20155285,1.0,0.83788776,0.073290505,-2.5901282,140
14200.0,-1.0222086,0.10663765,0.93,2840.0,0.201559,1.0,0.8378952,0.07325833,-2.2845352,141
14300.0,-1.4329929,0.10665601,0.95,2860.0,0.201556,0.95,0.8378727,0.07325084,-2.4685197,142
14400.0,-1.1585016,0.10677003,0.99,2880.0,0.20160753,1.0,0.8378611,0.073209375,-2.2053819,143
14500.0,-1.1049063,0.106868885,0.93,2900.0,0.20160145,1.0,0.8378269,0.07313291,-2.196166,144
14600.0,-1.3696494,0.10690593,0.95,2920.0,0.20161277,1.0,0.83783627,0.073062606,-2.1360188,145
14700.0,-1.2343991,0.10697249,0.95,2940.0,0.20164502,1.0,0.837858,0.073032826,-2.4240644,146
14800.0,-1.4270548,0.10708459,0.97,2960.0,0.20163694,1.0,0.83791566,0.07301474,-2.491017,147
14900.0,-1.152708,0.10709821,0.97,2980.0,0.20162365,1.0,0.8379275,0.072966896,-2.3074481,148
15000.0,-1.209403,0.10724234,0.92,3000.0,0.20164737,1.0,0.8379249,0.0729467,-2.3724885,149
15100.0,-1.1035659,0.107367985,0.96,3020.0,0.20165187,1.0,0.83793074,0.07286734,-2.1762462,150
15200.0,-1.0319097,0.10743062,0.92,3040.0,0.20163588,1.0,0.8380129,0.07280836,-2.441032,151
15300.0,-1.1443362,0.107471496,0.99,3060.0,0.20164174,1.0,0.83799815,0.072747104,-2.238744,152
15400.0,-0.90070075,0.10749198,0.92,3080.0,0.20164454,1.0,0.8379889,0.072729275,-2.6623974,153
15500.0,-1.2162877,0.10748043,0.93,3100.0,0.20165844,1.0,0.8379957,0.072697856,-2.1764803,154
15600.0,-1.1193774,0.10752525,0.94,3120.0,0.20168604,1.0,0.8380134,0.072677225,-2.586401,155
15700.0,-1.3547368,0.10750613,0.94,3140.0,0.20168883,1.0,0.838007,0.07261723,-2.1259713,156
15800.0,-0.9092676,0.1076752,0.99,3160.0,0.20167185,1.0,0.8380277,0.072536446,-2.0506046,157
15900.0,-1.0672455,0.10777959,0.94,3180.0,0.20165375,1.0,0.838018,0.072499454,-2.488309,158
16000.0,-1.310857,0.10782926,0.94,3200.0,0.20164292,1.0,0.8380179,0.07243388,-2.3640418,159
16100.0,-1.1641018,0.107826926,0.96,3220.0,0.20165977,1.0,0.8380313,0.072451815,-2.5502918,160
16200.0,-0.9068457,0.1078206,0.96,3240.0,0.20169048,1.0,0.8380396,0.072402164,-2.3686712,161
16300.0,-0.9721774,0.107914284,0.9,3260.0,0.20169073,1.0,0.83803874,0.07237678,-2.4725037,162
16400.0,-0.84900415,0.10794895,0.92,3280.0,0.20170578,1.0,0.83801574,0.07235373,-2.4005165,163
16500.0,-1.0379016,0.108070366,0.95,3300.0,0.20170327,1.0,0.83802694,0.072295845,-1.889496,164
16600.0,-0.94311464,0.10827197,0.93,3320.0,0.20172812,1.0,0.83805245,0.07226284,-2.3214898,165
16700.0,-1.1732485,0.10833636,0.92,3340.0,0.20176882,1.0,0.8380746,0.07218946,-2.3293543,166
16800.0,-1.2348092,0.108496144,0.92,3360.0,0.20180553,1.0,0.8381319,0.07214706,-2.3866897,167
16900.0,-1.1902707,0.10856261,0.92,3380.0,0.20178919,1.0,0.8381327,0.07208323,-2.1433954,168
17000.0,-1.0948185,0.10858629,0.93,3400.0,0.20180884,1.0,0.8381412,0.07202932,-2.2280352,169
17100.0,-1.1804907,0.108596414,0.96,3420.0,0.20180006,1.0,0.8381243,0.07198634,-2.1181903,170
17200.0,-1.2259349,0.10870143,0.94,3440.0,0.20179722,1.0,0.838167,0.07200965,-2.7421432,171
17300.0,-0.94137514,0.10881095,0.94,3460.0,0.20182338,1.0,0.83818287,0.0719484,-2.4353042,172
17400.0,-0.973698,0.108908966,0.94,3480.0,0.20182398,1.0,0.8381877,0.07202882,-3.2528481,173
17500.0,-1.2535628,0.10895178,0.97,3500.0,0.20183352,1.0,0.83819157,0.0720198,-2.3526363,174
17600.0,-0.9367689,0.10905157,0.93,3520.0,0.20182121,1.0,0.83819914,0.07196319,-2.458353,175
17700.0,-0.99250335,0.10903488,0.94,3540.0,0.20185207,1.0,0.838262,0.071910165,-2.1662397,176
17800.0,-0.9932839,0.1090969,0.93,3560.0,0.20186004,1.0,0.8382661,0.07190462,-2.4118743,177
17900.0,-1.2583699,0.10904483,0.97,3580.0,0.2018722,1.0,0.8382812,0.071890116,-2.2503917,178
18000.0,-1.1183474,0.109096825,0.97,3600.0,0.2018708,1.0,0.83826965,0.071860306,-2.2496347,179
18100.0,-1.0345404,0.10909076,0.96,3620.0,0.20191807,1.0,0.8382738,0.071806565,-2.08168,180
18200.0,-1.0353591,0.10908053,0.9,3640.0,0.20194072,1.0,0.83828515,0.0717771,-2.2069154,181
18300.0,-1.5643474,0.109158605,0.9,3660.0,0.20194608,1.0,0.83825874,0.07174846,-2.7813103,182
18400.0,-1.010974,0.10919946,0.95,3680.0,0.20195761,1.0,0.8383052,0.0717093,-2.3420799,183
18500.0,-1.1030767,0.109212786,0.96,3700.0,0.20197111,1.0,0.8382872,0.07167435,-2.3135133,184
18600.0,-1.206117,0.10924388,0.95,3720.0,0.20201218,1.0,0.8382986,0.07167064,-2.5998797,185
18700.0,-1.0289912,0.10924564,0.99,3740.0,0.20200096,1.0,0.8382706,0.071615666,-2.143877,186
18800.0,-1.287249,0.109255925,0.95,3760.0,0.20202182,1.0,0.8383178,0.071624346,-2.3831377,187
18900.0,-1.238375,0.10923274,0.95,3780.0,0.20202434,1.0,0.8383398,0.07156282,-2.0200324,188
19000.0,-1.1198624,0.10924076,0.88,3800.0,0.20204134,1.0,0.8383185,0.07157848,-2.4601216,189
19100.0,-0.9741508,0.10928058,0.93,3820.0,0.2020199,1.0,0.83832103,0.071556844,-2.3755634,190
19200.0,-1.2095184,0.109311685,0.96,3840.0,0.2020212,1.0,0.83830875,0.071516514,-1.9600687,191
19300.0,-1.0735018,0.10932262,0.96,3860.0,0.20205075,1.0,0.8383172,0.07147082,-1.900185,192
19400.0,-1.0065591,0.10932649,0.92,3880.0,0.20206751,1.0,0.8382991,0.071449675,-1.9938841,193
19500.0,-1.1545191,0.109370515,0.96,3900.0,0.20208225,1.0,0.8382802,0.07138858,-2.105388,194
19600.0,-1.1204927,0.10940378,0.94,3920.0,0.20209984,1.0,0.8382847,0.07137432,-2.2824361,195
19700.0,-1.0648347,0.10941081,0.95,3940.0,0.20209286,1.0,0.83825415,0.07132278,-2.2425842,196
19800.0,-1.083674,0.10943883,0.93,3960.0,0.20211561,1.0,0.8382608,0.07129288,-2.6650524,197
19900.0,-1.0266842,0.10939761,0.92,3980.0,0.20211555,1.0,0.8382506,0.07123523,-1.968853,198
20000.0,-1.1466601,0.109399594,0.95,4000.0,0.20214435,1.0,0.8382614,0.071214795,-2.4002717,199
