stats_g/std,stats_g/mean,test/episode,stats_o/mean,train/mean_Q,stats_o/std,epoch,train/episode,test/success_rate,train/success_rate,test/mean_Q
0.10332077,0.8445513,2820.0,0.20423298,-18.206615,0.11478142,140,14100.0,0.55,0.48,-15.798254
0.10327675,0.8445108,2840.0,0.20423083,-22.18737,0.114858046,141,14200.0,0.45,0.4,-17.72481
0.10337481,0.84447986,2860.0,0.20421867,-22.632147,0.11490356,142,14300.0,0.3,0.32,-30.301361
0.10346809,0.84442997,2880.0,0.20420317,-22.552307,0.114974566,143,14400.0,0.4,0.37,-23.721722
0.10342773,0.8444621,2900.0,0.20416765,-20.876787,0.115023926,144,14500.0,0.55,0.43,-14.598541
0.10346236,0.8444619,2920.0,0.20414235,-21.279242,0.11504782,145,14600.0,0.55,0.44,-15.3839445
0.103440076,0.8444821,2940.0,0.20412555,-17.96341,0.11516124,146,14700.0,0.35,0.41,-25.060398
0.1033412,0.84453416,2960.0,0.20408869,-21.702103,0.11508488,147,14800.0,0.35,0.46,-28.57483
0.10328471,0.84453386,2980.0,0.20408942,-21.613127,0.11512164,148,14900.0,0.45,0.39,-21.644016
0.10330519,0.8444848,3000.0,0.2040457,-18.946562,0.11515346,149,15000.0,0.45,0.46,-23.634846
0.10328466,0.844526,3020.0,0.20402582,-23.046728,0.11513713,150,15100.0,0.45,0.42,-18.299929
0.1032598,0.84453684,3040.0,0.2040188,-20.636703,0.115117855,151,15200.0,0.5,0.44,-20.69556
0.10324667,0.8445251,3060.0,0.20401768,-22.995335,0.11512757,152,15300.0,0.7,0.35,-13.368131
0.10320619,0.844513,3080.0,0.20397691,-22.714527,0.11506728,153,15400.0,0.5,0.4,-22.84936
0.10315519,0.8445253,3100.0,0.20393302,-20.654907,0.1150321,154,15500.0,0.55,0.44,-17.8395
0.10311866,0.844521,3120.0,0.2039185,-21.524128,0.11501384,155,15600.0,0.65,0.47,-14.575574
0.103086166,0.84454846,3140.0,0.20390694,-21.675613,0.11501926,156,15700.0,0.6,0.44,-15.209312
0.10310175,0.8445714,3160.0,0.20392556,-20.31114,0.11509472,157,15800.0,0.65,0.45,-14.868219
0.10304459,0.8445781,3180.0,0.2039203,-26.210136,0.11499854,158,15900.0,0.6,0.35,-16.878704
0.10307178,0.84456897,3200.0,0.20391336,-23.657381,0.11495881,159,16000.0,0.35,0.4,-28.059177
0.103039175,0.84454554,3220.0,0.2039057,-21.027485,0.11493434,160,16100.0,0.5,0.49,-21.64574
0.10301551,0.8445189,3240.0,0.2038955,-24.97584,0.11497253,161,16200.0,0.7,0.35,-13.357428
0.10292769,0.8445354,3260.0,0.20391667,-19.337984,0.114996836,162,16300.0,0.45,0.48,-23.188076
0.10290566,0.8445304,3280.0,0.20391524,-21.375147,0.11507246,163,16400.0,0.75,0.42,-11.788309
0.102906235,0.84447306,3300.0,0.20388338,-20.249243,0.11506779,164,16500.0,0.35,0.45,-28.319744
0.102847956,0.84447575,3320.0,0.20386809,-20.198326,0.11502651,165,16600.0,0.6,0.52,-16.931065
0.10276278,0.8445032,3340.0,0.20387311,-22.468708,0.11490434,166,16700.0,0.3,0.46,-22.073362
0.10273364,0.844531,3360.0,0.2038884,-23.64796,0.114913255,167,16800.0,0.35,0.35,-22.83881
0.10268142,0.8445595,3380.0,0.2038791,-20.242662,0.11483506,168,16900.0,0.55,0.52,-10.982573
0.10265413,0.84454054,3400.0,0.20386806,-21.259588,0.11482683,169,17000.0,0.45,0.46,-20.841364
0.10262448,0.84452486,3420.0,0.20387514,-25.44563,0.11481749,170,17100.0,0.2,0.37,-28.01361
0.10258029,0.84450597,3440.0,0.20387453,-22.149912,0.114832096,171,17200.0,0.55,0.42,-18.15611
0.10255909,0.8445068,3460.0,0.20386466,-20.979038,0.11485135,172,17300.0,0.4,0.44,-24.904669
0.10249669,0.8445194,3480.0,0.2038615,-20.605833,0.114848025,173,17400.0,0.7,0.49,-10.300395
0.10242337,0.84452444,3500.0,0.20386758,-19.68854,0.11482977,174,17500.0,0.35,0.48,-24.169281
0.10239947,0.8445284,3520.0,0.20385844,-20.504936,0.11497161,175,17600.0,0.75,0.4,-10.753881
0.1023308,0.8445449,3540.0,0.20384946,-18.8244,0.1150499,176,17700.0,0.55,0.46,-16.29577
0.10233816,0.84455675,3560.0,0.20385893,-18.0872,0.1152602,177,17800.0,0.6,0.46,-11.551004
0.10228718,0.8445363,3580.0,0.20384556,-17.65804,0.115341425,178,17900.0,0.5,0.46,-14.574664
0.102251746,0.84457755,3600.0,0.20385572,-15.39062,0.11541397,179,18000.0,0.45,0.53,-15.147341
0.10218075,0.84459955,3620.0,0.20386548,-17.138033,0.11549632,180,18100.0,0.6,0.47,-10.12841
0.10215274,0.8446326,3640.0,0.20387983,-16.12279,0.11552854,181,18200.0,0.45,0.48,-16.141636
0.1020939,0.84464526,3660.0,0.20386901,-14.695457,0.11566114,182,18300.0,0.65,0.49,-12.435571
0.10202507,0.8446558,3680.0,0.2038728,-12.7174425,0.11566596,183,18400.0,0.6,0.56,-13.542933
0.10198444,0.84462684,3700.0,0.2038876,-15.374104,0.11575599,184,18500.0,0.5,0.47,-18.073673
0.10194581,0.8446211,3720.0,0.20389612,-16.44384,0.11582266,185,18600.0,0.5,0.46,-15.984657
0.10191908,0.8446155,3740.0,0.20388004,-16.07619,0.115861505,186,18700.0,0.75,0.52,-11.631326
0.101870984,0.8445943,3760.0,0.20386705,-14.915067,0.11591626,187,18800.0,0.65,0.53,-12.833476
0.101812005,0.8446436,3780.0,0.20386526,-17.677902,0.11584492,188,18900.0,0.4,0.46,-21.749678
0.10176023,0.8446396,3800.0,0.20384386,-19.166437,0.11584708,189,19000.0,0.6,0.38,-14.5401745
0.101696245,0.8446531,3820.0,0.20386262,-14.137051,0.11583677,190,19100.0,0.4,0.54,-22.147783
0.10165281,0.8446762,3840.0,0.20386033,-15.926689,0.115758255,191,19200.0,0.65,0.51,-11.381381
0.101639174,0.8446939,3860.0,0.2038703,-18.320173,0.115669586,192,19300.0,0.7,0.49,-12.152735
0.10165853,0.8446777,3880.0,0.20389175,-17.864578,0.115645945,193,19400.0,0.65,0.48,-14.471247
0.10164405,0.84472084,3900.0,0.20390694,-16.210207,0.115616865,194,19500.0,0.65,0.52,-13.28512
0.10157967,0.84475595,3920.0,0.2039116,-15.892535,0.1155575,195,19600.0,0.45,0.52,-20.087637
0.10154778,0.84478116,3940.0,0.20392679,-17.086893,0.11553813,196,19700.0,0.65,0.48,-12.9239
0.10151037,0.8448085,3960.0,0.20392692,-17.588203,0.11551866,197,19800.0,0.8,0.44,-8.677006
0.101467855,0.8448425,3980.0,0.20394129,-15.396602,0.11549639,198,19900.0,0.45,0.56,-20.420626
0.101436175,0.8448594,4000.0,0.2039274,-17.55315,0.11550852,199,20000.0,0.6,0.49,-17.546177
